train_loss,created_at,avg_val_acc,val_loss
2.301621198654175,2020-03-15 12:35:50.638395,,
0.42278918623924255,2020-03-15 12:35:53.009771,,
0.3547012507915497,2020-03-15 12:35:55.350990,,
0.26525700092315674,2020-03-15 12:35:57.725071,,
0.2266705483198166,2020-03-15 12:36:00.070071,,
0.23570819199085236,2020-03-15 12:36:02.391199,,
,2020-03-15 12:36:08.337616,94.54,0.19470271468162537
0.17546719312667847,2020-03-15 12:36:10.088615,,
0.17419393360614777,2020-03-15 12:36:12.838208,,
0.14773541688919067,2020-03-15 12:36:15.698643,,
0.1435035914182663,2020-03-15 12:36:18.154160,,
0.13972245156764984,2020-03-15 12:36:20.592160,,
,2020-03-15 12:36:27.693687,95.86,0.14188681542873383
0.10035444796085358,2020-03-15 12:36:32.647688,,
0.09397420287132263,2020-03-15 12:36:35.109687,,
0.08373020589351654,2020-03-15 12:36:37.522687,,
0.11536401510238647,2020-03-15 12:36:39.908687,,
0.11031033843755722,2020-03-15 12:36:42.248736,,
0.08028382062911987,2020-03-15 12:36:44.663653,,
,2020-03-15 12:36:50.797538,96.72,0.11431244760751724
0.08333704620599747,2020-03-15 12:36:52.592539,,
0.10197461396455765,2020-03-15 12:36:55.008538,,
0.05644141882658005,2020-03-15 12:36:57.435541,,
0.07833756506443024,2020-03-15 12:36:59.909539,,
0.14456559717655182,2020-03-15 12:37:02.409065,,
,2020-03-15 12:37:09.485895,97.6,0.0848681703209877
0.05690627172589302,2020-03-15 12:37:14.568551,,
0.029793202877044678,2020-03-15 12:37:17.037576,,
0.0484769381582737,2020-03-15 12:37:20.037577,,
0.06880638748407364,2020-03-15 12:37:22.457576,,
0.06940741837024689,2020-03-15 12:37:24.856578,,
0.037342458963394165,2020-03-15 12:37:27.225577,,
,2020-03-15 12:37:33.313580,97.6,0.08141018450260162
0.049797173589468,2020-03-15 12:37:35.031609,,
0.029352301731705666,2020-03-15 12:37:37.500271,,
0.038494355976581573,2020-03-15 12:37:39.931168,,
0.04751858115196228,2020-03-15 12:37:42.385197,,
0.06264015287160873,2020-03-15 12:37:44.794198,,
,2020-03-15 12:37:51.945615,97.64,0.08341234922409058
0.042845889925956726,2020-03-15 12:37:56.848609,,
0.03421519324183464,2020-03-15 12:37:59.210609,,
0.023394331336021423,2020-03-15 12:38:01.671613,,
0.033944036811590195,2020-03-15 12:38:04.049610,,
0.03605559095740318,2020-03-15 12:38:06.473612,,
0.054178547114133835,2020-03-15 12:38:08.868609,,
,2020-03-15 12:38:15.101608,97.82,0.07553373277187347
0.03728478029370308,2020-03-15 12:38:16.916738,,
0.06233295798301697,2020-03-15 12:38:19.308877,,
0.03240372985601425,2020-03-15 12:38:21.766997,,
0.019372403621673584,2020-03-15 12:38:24.209723,,
0.028126031160354614,2020-03-15 12:38:26.669751,,
,2020-03-15 12:38:33.596756,97.9,0.07554621994495392
0.021809518337249756,2020-03-15 12:38:38.441751,,
0.022687913849949837,2020-03-15 12:38:40.796754,,
0.0383695513010025,2020-03-15 12:38:43.177755,,
0.014879233203828335,2020-03-15 12:38:45.558753,,
0.016018541529774666,2020-03-15 12:38:47.916756,,
0.03217853233218193,2020-03-15 12:38:50.290752,,
,2020-03-15 12:38:56.428755,97.9,0.07751758396625519
0.01878276653587818,2020-03-15 12:38:58.070752,,
0.02600601129233837,2020-03-15 12:39:00.452753,,
0.02076510526239872,2020-03-15 12:39:02.823754,,
0.017525697126984596,2020-03-15 12:39:05.252753,,
0.02157609909772873,2020-03-15 12:39:07.661754,,
,2020-03-15 12:39:14.748762,98.36,0.06869419664144516
0.015418920665979385,2020-03-15 12:39:20.061755,,
0.018527653068304062,2020-03-15 12:39:22.985756,,
0.012488315813243389,2020-03-15 12:39:25.850757,,
0.006206095218658447,2020-03-15 12:39:28.834759,,
0.013156545348465443,2020-03-15 12:39:31.801754,,
0.012224696576595306,2020-03-15 12:39:34.423753,,
,2020-03-15 12:39:40.566758,98.06,0.07922104001045227
0.02153560146689415,2020-03-15 12:39:42.343752,,
0.009892535395920277,2020-03-15 12:39:44.859896,,
0.01388199720531702,2020-03-15 12:39:47.308049,,
0.011875754222273827,2020-03-15 12:39:49.775142,,
0.012989533133804798,2020-03-15 12:39:52.293272,,
,2020-03-15 12:39:59.748172,97.9,0.08868829905986786
0.019398879259824753,2020-03-15 12:40:04.559581,,
0.008276885375380516,2020-03-15 12:40:06.942583,,
0.00907964538782835,2020-03-15 12:40:09.302581,,
0.004609959665685892,2020-03-15 12:40:11.675581,,
0.023811371996998787,2020-03-15 12:40:14.059585,,
0.007743832655251026,2020-03-15 12:40:16.481585,,
,2020-03-15 12:40:23.002431,98.02,0.07709719985723495
0.01762625016272068,2020-03-15 12:40:24.240429,,
0.007468648254871368,2020-03-15 12:40:26.247429,,
0.013395926915109158,2020-03-15 12:40:28.570467,,
0.012024170719087124,2020-03-15 12:40:31.190465,,
0.02082960680127144,2020-03-15 12:40:33.243644,,
,2020-03-15 12:40:39.287908,97.86,0.084070585668087
0.015659205615520477,2020-03-15 12:40:43.638456,,
0.013885298743844032,2020-03-15 12:40:45.545456,,
0.027020348235964775,2020-03-15 12:40:47.539459,,
0.019182445481419563,2020-03-15 12:40:49.463457,,
0.002858798485249281,2020-03-15 12:40:51.423459,,
0.010053619742393494,2020-03-15 12:40:53.389456,,
,2020-03-15 12:40:58.771972,98.14,0.08470715582370758
0.003147558541968465,2020-03-15 12:41:00.148974,,
0.007712556514889002,2020-03-15 12:41:02.130409,,
0.00793035700917244,2020-03-15 12:41:04.054501,,
0.01321879867464304,2020-03-15 12:41:06.029284,,
0.010431582108139992,2020-03-15 12:41:08.063279,,
,2020-03-15 12:41:14.094711,98.12,0.08092232048511505
0.005681739654392004,2020-03-15 12:41:18.470514,,
0.019481901079416275,2020-03-15 12:41:20.400141,,
0.0074935173615813255,2020-03-15 12:41:22.373139,,
0.00558432936668396,2020-03-15 12:41:24.323139,,
0.013044954277575016,2020-03-15 12:41:26.293679,,
0.021523311734199524,2020-03-15 12:41:28.205679,,
,2020-03-15 12:41:33.579783,98.2,0.0795963853597641
0.002982430625706911,2020-03-15 12:41:34.932781,,
