train_loss,created_at,avg_val_acc,val_loss
0.005897111725062132,2020-03-15 12:41:36.866301,,
0.0062414673157036304,2020-03-15 12:41:38.788557,,
0.009007805027067661,2020-03-15 12:41:40.709553,,
0.004330283030867577,2020-03-15 12:41:42.672674,,
,2020-03-15 12:41:48.685241,98.12,0.08321308344602585
0.0025496461894363165,2020-03-15 12:41:52.992830,,
0.0033605960197746754,2020-03-15 12:41:54.924832,,
0.003064956981688738,2020-03-15 12:41:56.857831,,
0.0016909128753468394,2020-03-15 12:41:58.772829,,
0.0037400403525680304,2020-03-15 12:42:00.735862,,
0.0012398404069244862,2020-03-15 12:42:02.743863,,
,2020-03-15 12:42:08.105684,98.32,0.08853133022785187
0.006864724215120077,2020-03-15 12:42:09.575679,,
0.010771853849291801,2020-03-15 12:42:11.502680,,
0.016678500920534134,2020-03-15 12:42:13.416678,,
0.005255292169749737,2020-03-15 12:42:15.339678,,
0.0032609181944280863,2020-03-15 12:42:17.299679,,
,2020-03-15 12:42:23.341983,98.2,0.08876881748437881
0.006838588044047356,2020-03-15 12:42:27.623477,,
0.0032078842632472515,2020-03-15 12:42:29.547479,,
0.0085249999538064,2020-03-15 12:42:31.503477,,
0.016159439459443092,2020-03-15 12:42:33.442478,,
0.007727361284196377,2020-03-15 12:42:35.377477,,
0.0032467360142618418,2020-03-15 12:42:37.337477,,
,2020-03-15 12:42:42.672479,98.24,0.09336824715137482
0.004083349835127592,2020-03-15 12:42:44.109479,,
0.011475970037281513,2020-03-15 12:42:46.045480,,
0.008005031384527683,2020-03-15 12:42:47.952478,,
0.0034831177908927202,2020-03-15 12:42:49.905479,,
0.00609172647818923,2020-03-15 12:42:51.864477,,
,2020-03-15 12:42:57.897122,98.28,0.09600825607776642
0.00400565518066287,2020-03-15 12:43:02.243957,,
0.0013808434596285224,2020-03-15 12:43:04.222132,,
0.0028007107321172953,2020-03-15 12:43:06.199734,,
0.007169380784034729,2020-03-15 12:43:08.148940,,
0.003794193034991622,2020-03-15 12:43:10.144025,,
0.002358150202780962,2020-03-15 12:43:12.099088,,
,2020-03-15 12:43:17.521654,98.34,0.08693335950374603
0.007911165244877338,2020-03-15 12:43:18.922655,,
0.009107635356485844,2020-03-15 12:43:20.906654,,
0.006733519025146961,2020-03-15 12:43:22.915656,,
0.027322642505168915,2020-03-15 12:43:24.931658,,
0.014137445017695427,2020-03-15 12:43:26.902654,,
,2020-03-15 12:43:32.973668,98.12,0.09961872547864914
0.007192707154899836,2020-03-15 12:43:37.136573,,
0.006601853296160698,2020-03-15 12:43:39.048577,,
0.010408216156065464,2020-03-15 12:43:40.963575,,
0.003130975179374218,2020-03-15 12:43:42.930577,,
0.0008147837361320853,2020-03-15 12:43:44.842576,,
0.010698857717216015,2020-03-15 12:43:46.792574,,
,2020-03-15 12:43:52.169484,98.34,0.08471676707267761
0.00735851563513279,2020-03-15 12:43:53.538483,,
0.0028978034388273954,2020-03-15 12:43:55.466483,,
0.002749999985098839,2020-03-15 12:43:57.418483,,
0.0037830292712897062,2020-03-15 12:43:59.372486,,
0.0026844649109989405,2020-03-15 12:44:01.366482,,
,2020-03-15 12:44:07.255665,98.36,0.09536048024892807
0.0004601790860760957,2020-03-15 12:44:11.442514,,
0.008712702430784702,2020-03-15 12:44:13.355557,,
0.0013270728522911668,2020-03-15 12:44:15.277617,,
0.001295501017011702,2020-03-15 12:44:17.207647,,
0.0017300645122304559,2020-03-15 12:44:19.154813,,
0.004642970394343138,2020-03-15 12:44:21.089232,,
,2020-03-15 12:44:26.403536,98.26,0.10163197666406631
0.0012821333948522806,2020-03-15 12:44:27.754536,,
0.006069805473089218,2020-03-15 12:44:29.686538,,
0.004099708050489426,2020-03-15 12:44:31.840536,,
0.003958679735660553,2020-03-15 12:44:33.788537,,
0.02206173725426197,2020-03-15 12:44:35.750537,,
,2020-03-15 12:44:41.851769,97.98,0.10980357229709625
0.001683649024926126,2020-03-15 12:44:46.168975,,
0.0024147562216967344,2020-03-15 12:44:48.080976,,
0.008347897790372372,2020-03-15 12:44:50.031498,,
0.005947932600975037,2020-03-15 12:44:51.942496,,
0.0033157793805003166,2020-03-15 12:44:53.869498,,
0.007001138292253017,2020-03-15 12:44:55.805498,,
,2020-03-15 12:45:01.317433,98.04,0.10709819942712784
0.017627853900194168,2020-03-15 12:45:03.057432,,
0.002565988339483738,2020-03-15 12:45:05.427432,,
0.010026988573372364,2020-03-15 12:45:07.404432,,
0.0021174189168959856,2020-03-15 12:45:09.344431,,
0.01889614202082157,2020-03-15 12:45:11.307431,,
,2020-03-15 12:45:17.376430,98.06,0.11559698730707169
0.04808739200234413,2020-03-15 12:45:21.723594,,
0.008797324262559414,2020-03-15 12:45:23.636596,,
0.012896701693534851,2020-03-15 12:45:25.554597,,
0.014866190031170845,2020-03-15 12:45:27.485597,,
0.0014617176493629813,2020-03-15 12:45:29.422594,,
0.007014110684394836,2020-03-15 12:45:31.367597,,
,2020-03-15 12:45:36.730065,97.9,0.10485076904296875
0.011719808913767338,2020-03-15 12:45:38.093065,,
0.010530244559049606,2020-03-15 12:45:40.032064,,
0.0027667514514178038,2020-03-15 12:45:41.960606,,
0.004104434046894312,2020-03-15 12:45:43.893606,,
0.017864419147372246,2020-03-15 12:45:45.969605,,
,2020-03-15 12:45:52.056624,98.24,0.10093744844198227
0.0015596257289871573,2020-03-15 12:45:56.427705,,
0.010209791362285614,2020-03-15 12:45:58.342703,,
0.008018985390663147,2020-03-15 12:46:00.270703,,
0.0024595276918262243,2020-03-15 12:46:02.213704,,
0.0026488208677619696,2020-03-15 12:46:04.232702,,
0.008204935118556023,2020-03-15 12:46:06.490703,,
,2020-03-15 12:46:11.888729,98.06,0.11886332184076309
0.008345453068614006,2020-03-15 12:46:13.272729,,
0.009463775902986526,2020-03-15 12:46:15.206014,,
0.018188292160630226,2020-03-15 12:46:17.127483,,
0.021391233429312706,2020-03-15 12:46:19.076769,,
0.006638510152697563,2020-03-15 12:46:21.015768,,
,2020-03-15 12:46:27.037746,98.2,0.10138468444347382
0.011210250668227673,2020-03-15 12:46:31.310634,,
0.006978180725127459,2020-03-15 12:46:33.210165,,
0.00467341486364603,2020-03-15 12:46:35.120164,,
0.00573903601616621,2020-03-15 12:46:37.034165,,
0.004754187073558569,2020-03-15 12:46:38.989164,,
0.010811354033648968,2020-03-15 12:46:40.913165,,
,2020-03-15 12:46:46.166165,98.12,0.10920065641403198
0.008553351275622845,2020-03-15 12:46:47.497167,,
0.005071272607892752,2020-03-15 12:46:49.426716,,
0.017414215952157974,2020-03-15 12:46:51.359715,,
0.0007656956440769136,2020-03-15 12:46:53.293443,,
0.011710170656442642,2020-03-15 12:46:55.229528,,
,2020-03-15 12:47:01.133607,98.48,0.09343181550502777
0.0006571173435077071,2020-03-15 12:47:05.314638,,
0.02164231240749359,2020-03-15 12:47:07.232351,,
0.004642685409635305,2020-03-15 12:47:09.155381,,
0.0028657489456236362,2020-03-15 12:47:11.222381,,
0.006327204406261444,2020-03-15 12:47:13.133380,,
0.016218354925513268,2020-03-15 12:47:15.053380,,
,2020-03-15 12:47:20.317604,98.34,0.1056232899427414
0.0005024737911298871,2020-03-15 12:47:21.671604,,
0.0010597365908324718,2020-03-15 12:47:23.571605,,
0.0005450558965094388,2020-03-15 12:47:25.471606,,
0.00412338599562645,2020-03-15 12:47:27.407605,,
0.007666417863219976,2020-03-15 12:47:29.304605,,
,2020-03-15 12:47:35.188633,98.34,0.09586626291275024
0.0034420890733599663,2020-03-15 12:47:39.371453,,
0.003961596637964249,2020-03-15 12:47:41.260092,,
0.021822238340973854,2020-03-15 12:47:43.157184,,
0.004561742767691612,2020-03-15 12:47:45.071183,,
0.0181040707975626,2020-03-15 12:47:46.994182,,
0.0051706829108297825,2020-03-15 12:47:48.894230,,
,2020-03-15 12:47:54.137671,98.22,0.11846420913934708
0.0003898004360962659,2020-03-15 12:47:55.472190,,
0.004766416270285845,2020-03-15 12:47:57.386193,,
0.016735592857003212,2020-03-15 12:47:59.276190,,
0.00931498035788536,2020-03-15 12:48:01.210190,,
0.0054421876557171345,2020-03-15 12:48:03.145189,,
,2020-03-15 12:48:09.054390,97.86,0.11472181975841522
